node1,node2,time,line,color
36,198,105,10,gold
52,201,20,10,gold
145,373,55,10,gold
196,259,47,10,gold
198,52,42,10,gold
201,145,46,10,gold
259,36,84,10,gold
373,196,37,10,gold
